MeSH ID	Tree ID	Name	Description	Comment	Counts [Pubmed counts]	Color
D019694	C01.221.250.500.100	Hepatitis B, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS B VIRUS lasting six months or more. It is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.		18726	
D019694	C01.925.256.430.400.100	Hepatitis B, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS B VIRUS lasting six months or more. It is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.		18726	
D019694	C01.925.440.435.100	Hepatitis B, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS B VIRUS lasting six months or more. It is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.		18726	
D019694	C06.552.380.350.100	Hepatitis B, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS B VIRUS lasting six months or more. It is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.		18726	
D019694	C06.552.380.705.437.100	Hepatitis B, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS B VIRUS lasting six months or more. It is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.		18726	
D019694	C23.550.291.500.477.500	Hepatitis B, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS B VIRUS lasting six months or more. It is primarily transmitted by parenteral exposure, such as transfusion of contaminated blood or blood products, but can also be transmitted via sexual or intimate personal contact.		18726	
D019698	C01.221.250.750.120	Hepatitis C, Chronic	INFLAMMATION of the LIVER in humans that is caused by HEPATITIS C VIRUS lasting six months or more. Chronic hepatitis C can lead to LIVER CIRRHOSIS.		28766	
D019698	C01.925.440.440.120	Hepatitis C, Chronic	INFLAMMATION of the LIVER in humans that is caused by HEPATITIS C VIRUS lasting six months or more. Chronic hepatitis C can lead to LIVER CIRRHOSIS.		28766	
D019698	C01.925.782.350.350.120	Hepatitis C, Chronic	INFLAMMATION of the LIVER in humans that is caused by HEPATITIS C VIRUS lasting six months or more. Chronic hepatitis C can lead to LIVER CIRRHOSIS.		28766	
D019698	C06.552.380.350.120	Hepatitis C, Chronic	INFLAMMATION of the LIVER in humans that is caused by HEPATITIS C VIRUS lasting six months or more. Chronic hepatitis C can lead to LIVER CIRRHOSIS.		28766	
D019698	C06.552.380.705.440.120	Hepatitis C, Chronic	INFLAMMATION of the LIVER in humans that is caused by HEPATITIS C VIRUS lasting six months or more. Chronic hepatitis C can lead to LIVER CIRRHOSIS.		28766	
D019698	C23.550.291.500.477.750	Hepatitis C, Chronic	INFLAMMATION of the LIVER in humans that is caused by HEPATITIS C VIRUS lasting six months or more. Chronic hepatitis C can lead to LIVER CIRRHOSIS.		28766	
D019701	C01.925.440.450.100	Hepatitis D, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS DELTA VIRUS in conjunction with HEPATITIS B VIRUS and lasting six months or more.		311	
D019701	C01.925.782.450.100	Hepatitis D, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS DELTA VIRUS in conjunction with HEPATITIS B VIRUS and lasting six months or more.		311	
D019701	C06.552.380.350.220	Hepatitis D, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS DELTA VIRUS in conjunction with HEPATITIS B VIRUS and lasting six months or more.		311	
D019701	C06.552.380.705.450.100	Hepatitis D, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS DELTA VIRUS in conjunction with HEPATITIS B VIRUS and lasting six months or more.		311	
D019701	C23.550.291.500.477.875	Hepatitis D, Chronic	INFLAMMATION of the LIVER in humans caused by HEPATITIS DELTA VIRUS in conjunction with HEPATITIS B VIRUS and lasting six months or more.		311	
D019767	C05.660.207.540	Maxillofacial Abnormalities	Congenital structural deformities, malformations, or other abnormalities of the maxilla and face or facial bones.		523	
D019767	C07.650.500	Maxillofacial Abnormalities	Congenital structural deformities, malformations, or other abnormalities of the maxilla and face or facial bones.		523	
D019767	C16.131.621.207.540	Maxillofacial Abnormalities	Congenital structural deformities, malformations, or other abnormalities of the maxilla and face or facial bones.		523	
D019767	C16.131.850.500	Maxillofacial Abnormalities	Congenital structural deformities, malformations, or other abnormalities of the maxilla and face or facial bones.		523	
D019773	C11.768.328	Epiretinal Membrane	A membrane on the vitreal surface of the retina resulting from the proliferation of one or more of three retinal elements: (1) fibrous astrocytes; (2) fibrocytes; and (3) RETINAL PIGMENT EPITHELIUM. Localized epiretinal membranes may occur at the posterior pole of the eye without clinical signs or may cause marked loss of vision as a result of covering, distorting, or detaching the FOVEA CENTRALIS. Epiretinal membranes may cause vascular leakage and secondary retinal edema. In younger individuals some membranes appear to be developmental in origin and occur in otherwise normal eyes. The majority occur in association with RETINAL HOLES, ocular concussions, retinal inflammation, or after ocular surgery. (Newell, Ophthalmology: Principles and Concepts, 7th ed, p291)		2148	
D019838	C26.700	Neck Injuries	General or unspecified injuries to the neck. It includes injuries to the skin, muscles, and other soft tissues of the neck.		3976	
D019846	C10.114.750.100.500	Miller Fisher Syndrome	A variant of the GUILLAIN-BARRE SYNDROME characterized by the acute onset of oculomotor dysfunction, ataxia, and loss of deep tendon reflexes with relative sparing of strength in the extremities and trunk. The ataxia is produced by peripheral sensory nerve dysfunction and not by cerebellar injury. Facial weakness and sensory loss may also occur. The process is mediated by autoantibodies directed against a component of myelin found in peripheral nerves. (Adams et al., Principles of Neurology, 6th ed, p1313; Neurology 1987 Sep;37(9):1493-8)		725	
D019846	C10.228.140.252.500	Miller Fisher Syndrome	A variant of the GUILLAIN-BARRE SYNDROME characterized by the acute onset of oculomotor dysfunction, ataxia, and loss of deep tendon reflexes with relative sparing of strength in the extremities and trunk. The ataxia is produced by peripheral sensory nerve dysfunction and not by cerebellar injury. Facial weakness and sensory loss may also occur. The process is mediated by autoantibodies directed against a component of myelin found in peripheral nerves. (Adams et al., Principles of Neurology, 6th ed, p1313; Neurology 1987 Sep;37(9):1493-8)		725	
D019846	C10.292.562.350	Miller Fisher Syndrome	A variant of the GUILLAIN-BARRE SYNDROME characterized by the acute onset of oculomotor dysfunction, ataxia, and loss of deep tendon reflexes with relative sparing of strength in the extremities and trunk. The ataxia is produced by peripheral sensory nerve dysfunction and not by cerebellar injury. Facial weakness and sensory loss may also occur. The process is mediated by autoantibodies directed against a component of myelin found in peripheral nerves. (Adams et al., Principles of Neurology, 6th ed, p1313; Neurology 1987 Sep;37(9):1493-8)		725	
D019846	C10.314.750.450.500	Miller Fisher Syndrome	A variant of the GUILLAIN-BARRE SYNDROME characterized by the acute onset of oculomotor dysfunction, ataxia, and loss of deep tendon reflexes with relative sparing of strength in the extremities and trunk. The ataxia is produced by peripheral sensory nerve dysfunction and not by cerebellar injury. Facial weakness and sensory loss may also occur. The process is mediated by autoantibodies directed against a component of myelin found in peripheral nerves. (Adams et al., Principles of Neurology, 6th ed, p1313; Neurology 1987 Sep;37(9):1493-8)		725	
D019846	C10.668.829.350.500	Miller Fisher Syndrome	A variant of the GUILLAIN-BARRE SYNDROME characterized by the acute onset of oculomotor dysfunction, ataxia, and loss of deep tendon reflexes with relative sparing of strength in the extremities and trunk. The ataxia is produced by peripheral sensory nerve dysfunction and not by cerebellar injury. Facial weakness and sensory loss may also occur. The process is mediated by autoantibodies directed against a component of myelin found in peripheral nerves. (Adams et al., Principles of Neurology, 6th ed, p1313; Neurology 1987 Sep;37(9):1493-8)		725	
D019846	C10.668.829.800.750.300.500	Miller Fisher Syndrome	A variant of the GUILLAIN-BARRE SYNDROME characterized by the acute onset of oculomotor dysfunction, ataxia, and loss of deep tendon reflexes with relative sparing of strength in the extremities and trunk. The ataxia is produced by peripheral sensory nerve dysfunction and not by cerebellar injury. Facial weakness and sensory loss may also occur. The process is mediated by autoantibodies directed against a component of myelin found in peripheral nerves. (Adams et al., Principles of Neurology, 6th ed, p1313; Neurology 1987 Sep;37(9):1493-8)		725	
D019846	C11.590.312	Miller Fisher Syndrome	A variant of the GUILLAIN-BARRE SYNDROME characterized by the acute onset of oculomotor dysfunction, ataxia, and loss of deep tendon reflexes with relative sparing of strength in the extremities and trunk. The ataxia is produced by peripheral sensory nerve dysfunction and not by cerebellar injury. Facial weakness and sensory loss may also occur. The process is mediated by autoantibodies directed against a component of myelin found in peripheral nerves. (Adams et al., Principles of Neurology, 6th ed, p1313; Neurology 1987 Sep;37(9):1493-8)		725	
D019846	C20.111.258.750.400.500	Miller Fisher Syndrome	A variant of the GUILLAIN-BARRE SYNDROME characterized by the acute onset of oculomotor dysfunction, ataxia, and loss of deep tendon reflexes with relative sparing of strength in the extremities and trunk. The ataxia is produced by peripheral sensory nerve dysfunction and not by cerebellar injury. Facial weakness and sensory loss may also occur. The process is mediated by autoantibodies directed against a component of myelin found in peripheral nerves. (Adams et al., Principles of Neurology, 6th ed, p1313; Neurology 1987 Sep;37(9):1493-8)		725	
D019851	C15.378.925	Thrombophilia	A disorder of HEMOSTASIS in which there is a tendency for the occurrence of THROMBOSIS.		5623	
D019867	C08.381.483.156	Anti-Glomerular Basement Membrane Disease	An autoimmune disease of the KIDNEY and the LUNG. It is characterized by the presence of circulating autoantibodies targeting the epitopes in the non-collagenous domains of COLLAGEN TYPE IV in the basement membranes of kidney glomeruli (KIDNEY GLOMERULUS) and lung alveoli (PULMONARY ALVEOLI), and the subsequent destruction of these basement membranes. Clinical features include pulmonary alveolar hemorrhage and glomerulonephritis.		1817	
D019867	C12.050.351.968.419.570.363.304	Anti-Glomerular Basement Membrane Disease	An autoimmune disease of the KIDNEY and the LUNG. It is characterized by the presence of circulating autoantibodies targeting the epitopes in the non-collagenous domains of COLLAGEN TYPE IV in the basement membranes of kidney glomeruli (KIDNEY GLOMERULUS) and lung alveoli (PULMONARY ALVEOLI), and the subsequent destruction of these basement membranes. Clinical features include pulmonary alveolar hemorrhage and glomerulonephritis.		1817	
D019867	C12.200.777.419.570.363.304	Anti-Glomerular Basement Membrane Disease	An autoimmune disease of the KIDNEY and the LUNG. It is characterized by the presence of circulating autoantibodies targeting the epitopes in the non-collagenous domains of COLLAGEN TYPE IV in the basement membranes of kidney glomeruli (KIDNEY GLOMERULUS) and lung alveoli (PULMONARY ALVEOLI), and the subsequent destruction of these basement membranes. Clinical features include pulmonary alveolar hemorrhage and glomerulonephritis.		1817	
D019867	C12.950.419.570.363.304	Anti-Glomerular Basement Membrane Disease	An autoimmune disease of the KIDNEY and the LUNG. It is characterized by the presence of circulating autoantibodies targeting the epitopes in the non-collagenous domains of COLLAGEN TYPE IV in the basement membranes of kidney glomeruli (KIDNEY GLOMERULUS) and lung alveoli (PULMONARY ALVEOLI), and the subsequent destruction of these basement membranes. Clinical features include pulmonary alveolar hemorrhage and glomerulonephritis.		1817	
D019867	C20.111.190	Anti-Glomerular Basement Membrane Disease	An autoimmune disease of the KIDNEY and the LUNG. It is characterized by the presence of circulating autoantibodies targeting the epitopes in the non-collagenous domains of COLLAGEN TYPE IV in the basement membranes of kidney glomeruli (KIDNEY GLOMERULUS) and lung alveoli (PULMONARY ALVEOLI), and the subsequent destruction of these basement membranes. Clinical features include pulmonary alveolar hemorrhage and glomerulonephritis.		1817	
D019871	C15.378.190.223.500.750	Dyskeratosis Congenita	A predominantly X-linked recessive syndrome characterized by a triad of reticular skin pigmentation, nail dystrophy and leukoplakia of mucous membranes. Oral and dental abnormalities may also be present. Complications are a predisposition to malignancy and bone marrow involvement with pancytopenia. (from Int J Paediatr Dent 2000 Dec;10(4):328-34) The X-linked form is also known as Zinsser-Cole-Engman syndrome and involves the gene which encodes a highly conserved protein called dyskerin.		679	
D019871	C16.131.831.150	Dyskeratosis Congenita	A predominantly X-linked recessive syndrome characterized by a triad of reticular skin pigmentation, nail dystrophy and leukoplakia of mucous membranes. Oral and dental abnormalities may also be present. Complications are a predisposition to malignancy and bone marrow involvement with pancytopenia. (from Int J Paediatr Dent 2000 Dec;10(4):328-34) The X-linked form is also known as Zinsser-Cole-Engman syndrome and involves the gene which encodes a highly conserved protein called dyskerin.		679	
D019871	C16.320.322.108	Dyskeratosis Congenita	A predominantly X-linked recessive syndrome characterized by a triad of reticular skin pigmentation, nail dystrophy and leukoplakia of mucous membranes. Oral and dental abnormalities may also be present. Complications are a predisposition to malignancy and bone marrow involvement with pancytopenia. (from Int J Paediatr Dent 2000 Dec;10(4):328-34) The X-linked form is also known as Zinsser-Cole-Engman syndrome and involves the gene which encodes a highly conserved protein called dyskerin.		679	
D019871	C16.320.850.235	Dyskeratosis Congenita	A predominantly X-linked recessive syndrome characterized by a triad of reticular skin pigmentation, nail dystrophy and leukoplakia of mucous membranes. Oral and dental abnormalities may also be present. Complications are a predisposition to malignancy and bone marrow involvement with pancytopenia. (from Int J Paediatr Dent 2000 Dec;10(4):328-34) The X-linked form is also known as Zinsser-Cole-Engman syndrome and involves the gene which encodes a highly conserved protein called dyskerin.		679	
D019871	C17.800.804.150	Dyskeratosis Congenita	A predominantly X-linked recessive syndrome characterized by a triad of reticular skin pigmentation, nail dystrophy and leukoplakia of mucous membranes. Oral and dental abnormalities may also be present. Complications are a predisposition to malignancy and bone marrow involvement with pancytopenia. (from Int J Paediatr Dent 2000 Dec;10(4):328-34) The X-linked form is also known as Zinsser-Cole-Engman syndrome and involves the gene which encodes a highly conserved protein called dyskerin.		679	
D019871	C17.800.827.235	Dyskeratosis Congenita	A predominantly X-linked recessive syndrome characterized by a triad of reticular skin pigmentation, nail dystrophy and leukoplakia of mucous membranes. Oral and dental abnormalities may also be present. Complications are a predisposition to malignancy and bone marrow involvement with pancytopenia. (from Int J Paediatr Dent 2000 Dec;10(4):328-34) The X-linked form is also known as Zinsser-Cole-Engman syndrome and involves the gene which encodes a highly conserved protein called dyskerin.		679	
D019873	C20.683.780.640.700	Schnitzler Syndrome	An extremely rare condition manifested as monoclonal IMMUNOGLOBULIN M dysproteinemia without features of lymphoproliferative disease, but with chronic urticaria, fever of unknown origin, disabling bone pain, hyperostosis, and increased erythrocyte sedimentation rate.		288	
D019896	C06.552.074	alpha 1-Antitrypsin Deficiency	Deficiency of the protease inhibitor ALPHA 1-ANTITRYPSIN that manifests primarily as PULMONARY EMPHYSEMA and LIVER CIRRHOSIS.		3182	
D019896	C08.381.112	alpha 1-Antitrypsin Deficiency	Deficiency of the protease inhibitor ALPHA 1-ANTITRYPSIN that manifests primarily as PULMONARY EMPHYSEMA and LIVER CIRRHOSIS.		3182	
D019896	C16.320.060	alpha 1-Antitrypsin Deficiency	Deficiency of the protease inhibitor ALPHA 1-ANTITRYPSIN that manifests primarily as PULMONARY EMPHYSEMA and LIVER CIRRHOSIS.		3182	
D019896	C23.550.325.500.500	alpha 1-Antitrypsin Deficiency	Deficiency of the protease inhibitor ALPHA 1-ANTITRYPSIN that manifests primarily as PULMONARY EMPHYSEMA and LIVER CIRRHOSIS.		3182	
D019954	C10.597.606	Neurobehavioral Manifestations	Signs and symptoms of higher cortical dysfunction caused by organic conditions. These include certain behavioral alterations and impairments of skills involved in the acquisition, processing, and utilization of knowledge or information.		59	
D019954	C23.888.592.604	Neurobehavioral Manifestations	Signs and symptoms of higher cortical dysfunction caused by organic conditions. These include certain behavioral alterations and impairments of skills involved in the acquisition, processing, and utilization of knowledge or information.		59	
D019966	C25.775	Substance-Related Disorders	Disorders related to substance use or abuse.		81971	
D019969	C25.775.225	Amphetamine-Related Disorders	Disorders related or resulting from use of amphetamines.		3088	
D019970	C25.775.300	Cocaine-Related Disorders	Disorders related or resulting from use of cocaine.		7699	
D019973	C25.775.100	Alcohol-Related Disorders	Disorders related to or resulting from abuse or misuse of alcohol.		5158	
D020016	C15.378.100.100.037	Activated Protein C Resistance	A hemostatic disorder characterized by a poor anticoagulant response to activated protein C (APC). The activated form of Factor V (Factor Va) is more slowly degraded by activated protein C. Factor V Leiden mutation (R506Q) is the most common cause of APC resistance.		677	
D020016	C15.378.100.141.036	Activated Protein C Resistance	A hemostatic disorder characterized by a poor anticoagulant response to activated protein C (APC). The activated form of Factor V (Factor Va) is more slowly degraded by activated protein C. Factor V Leiden mutation (R506Q) is the most common cause of APC resistance.		677	
D020016	C15.378.925.050	Activated Protein C Resistance	A hemostatic disorder characterized by a poor anticoagulant response to activated protein C (APC). The activated form of Factor V (Factor Va) is more slowly degraded by activated protein C. Factor V Leiden mutation (R506Q) is the most common cause of APC resistance.		677	
D020016	C16.320.099.037	Activated Protein C Resistance	A hemostatic disorder characterized by a poor anticoagulant response to activated protein C (APC). The activated form of Factor V (Factor Va) is more slowly degraded by activated protein C. Factor V Leiden mutation (R506Q) is the most common cause of APC resistance.		677	
D020019	C01.207.205.250.550	Neurocysticercosis	Infection of the brain, spinal cord, or perimeningeal structures with the larval forms of the genus TAENIA (primarily T. solium in humans). Lesions formed by the organism are referred to as cysticerci. The infection may be subacute or chronic, and the severity of symptoms depends on the severity of the host immune response and the location and number of lesions. SEIZURES represent the most common clinical manifestation although focal neurologic deficits may occur. (From Joynt, Clinical Neurology, 1998, Ch27, pp46-50)		2445	
D020019	C01.610.105.250.550	Neurocysticercosis	Infection of the brain, spinal cord, or perimeningeal structures with the larval forms of the genus TAENIA (primarily T. solium in humans). Lesions formed by the organism are referred to as cysticerci. The infection may be subacute or chronic, and the severity of symptoms depends on the severity of the host immune response and the location and number of lesions. SEIZURES represent the most common clinical manifestation although focal neurologic deficits may occur. (From Joynt, Clinical Neurology, 1998, Ch27, pp46-50)		2445	
D020019	C01.610.335.190.902.185.550	Neurocysticercosis	Infection of the brain, spinal cord, or perimeningeal structures with the larval forms of the genus TAENIA (primarily T. solium in humans). Lesions formed by the organism are referred to as cysticerci. The infection may be subacute or chronic, and the severity of symptoms depends on the severity of the host immune response and the location and number of lesions. SEIZURES represent the most common clinical manifestation although focal neurologic deficits may occur. (From Joynt, Clinical Neurology, 1998, Ch27, pp46-50)		2445	
D020019	C10.228.228.205.250.550	Neurocysticercosis	Infection of the brain, spinal cord, or perimeningeal structures with the larval forms of the genus TAENIA (primarily T. solium in humans). Lesions formed by the organism are referred to as cysticerci. The infection may be subacute or chronic, and the severity of symptoms depends on the severity of the host immune response and the location and number of lesions. SEIZURES represent the most common clinical manifestation although focal neurologic deficits may occur. (From Joynt, Clinical Neurology, 1998, Ch27, pp46-50)		2445	
D020022	C23.550.291.687.500	Genetic Predisposition to Disease	A latent susceptibility to disease at the genetic level, which may be activated under certain conditions.		59513	
D020031	C01.925.256.466.313	Epstein-Barr Virus Infections	Infection with human herpesvirus 4 (HERPESVIRUS 4, HUMAN); which may facilitate the development of various lymphoproliferative disorders. These include BURKITT LYMPHOMA (African type), INFECTIOUS MONONUCLEOSIS, and oral hairy leukoplakia (LEUKOPLAKIA, HAIRY).		8487	
D020031	C01.925.928.313	Epstein-Barr Virus Infections	Infection with human herpesvirus 4 (HERPESVIRUS 4, HUMAN); which may facilitate the development of various lymphoproliferative disorders. These include BURKITT LYMPHOMA (African type), INFECTIOUS MONONUCLEOSIS, and oral hairy leukoplakia (LEUKOPLAKIA, HAIRY).		8487	
D020042	C15.604.315.300	Histiocytic Necrotizing Lymphadenitis	Development of lesions in the lymph node characterized by infiltration of the cortex or paracortex by large collections of proliferating histiocytes and complete or, more often, incomplete necrosis of lymphoid tissue.		933	
D020047	C06.405.469.860.810	Rectocele	Herniation of the RECTUM into the VAGINA.		543	
D020047	C23.300.707.984	Rectocele	Herniation of the RECTUM into the VAGINA.		543	
D020065	C06.552.455	Hepatopulmonary Syndrome	A syndrome characterized by the clinical triad of advanced chronic liver disease, pulmonary vascular dilatations, and reduced arterial oxygenation (HYPOXEMIA) in the absence of intrinsic cardiopulmonary disease. This syndrome is common in the patients with LIVER CIRRHOSIS or portal hypertension (HYPERTENSION, PORTAL).		990	
D020065	C08.381.385	Hepatopulmonary Syndrome	A syndrome characterized by the clinical triad of advanced chronic liver disease, pulmonary vascular dilatations, and reduced arterial oxygenation (HYPOXEMIA) in the absence of intrinsic cardiopulmonary disease. This syndrome is common in the patients with LIVER CIRRHOSIS or portal hypertension (HYPERTENSION, PORTAL).		990	
D020069	C05.550.091.700	Shoulder Pain	Unilateral or bilateral pain of the shoulder. It is often caused by physical activities such as work or sports participation, but may also be pathologic in origin.		4106	
D020069	C23.888.592.612.094.700	Shoulder Pain	Unilateral or bilateral pain of the shoulder. It is often caused by physical activities such as work or sports participation, but may also be pathologic in origin.		4106	
D020078	C10.597.609	Neurogenic Inflammation	Inflammation caused by an injurious stimulus of peripheral neurons and resulting in release of neuropeptides which affect vascular permeability and help initiate proinflammatory and immune reactions at the site of injury.		593	
D020078	C23.550.470.448	Neurogenic Inflammation	Inflammation caused by an injurious stimulus of peripheral neurons and resulting in release of neuropeptides which affect vascular permeability and help initiate proinflammatory and immune reactions at the site of injury.		593	
D020083	C05.116.099.708.025	Acquired Hyperostosis Syndrome	Syndrome consisting of SYNOVITIS; ACNE CONGLOBATA; PALMOPLANTAR PUSTULOSIS; HYPEROSTOSIS; and OSTEITIS. The most common site of the disease is the upper anterior chest wall, characterized by predominantly osteosclerotic lesions, hyperostosis, and arthritis of the adjacent joints. The association of sterile inflammatory bone lesions and neutrophilic skin eruptions is indicative of this syndrome.		580	
D020096	C01.150.703.980	Zygomycosis	Infection in humans and animals caused by fungi in the class Zygomycetes. It includes MUCORMYCOSIS and entomophthoramycosis. The latter is a tropical infection of subcutaneous tissue or paranasal sinuses caused by fungi in the order Entomophthorales. Phycomycosis, closely related to zygomycosis, describes infection with members of Phycomycetes, an obsolete classification.		809	
D020132	C23.550.291.687.500.500	Anticipation, Genetic	The apparent tendency of certain diseases to appear at earlier AGE OF ONSET and with increasing severity in successive generations. (Rieger et al., Glossary of Genetics: Classical and Molecular, 5th ed)		138	
D020138	C16.320.565.100.480	Hyperhomocysteinemia	Condition in which the plasma levels of homocysteine and related metabolites are elevated (>13.9 μmol/l). Hyperhomocysteinemia can be familial or acquired. Development of the acquired hyperhomocysteinemia is mostly associated with vitamins B and/or folate deficiency (e.g., PERNICIOUS ANEMIA, vitamin malabsorption). Familial hyperhomocysteinemia often results in a more severe elevation of total homocysteine and excretion into the urine, resulting in HOMOCYSTINURIA. Hyperhomocysteinemia is a risk factor for cardiovascular and neurodegenerative diseases, osteoporotic fractures and complications during pregnancy.		3924	
D020138	C18.452.603.378	Hyperhomocysteinemia	Condition in which the plasma levels of homocysteine and related metabolites are elevated (>13.9 μmol/l). Hyperhomocysteinemia can be familial or acquired. Development of the acquired hyperhomocysteinemia is mostly associated with vitamins B and/or folate deficiency (e.g., PERNICIOUS ANEMIA, vitamin malabsorption). Familial hyperhomocysteinemia often results in a more severe elevation of total homocysteine and excretion into the urine, resulting in HOMOCYSTINURIA. Hyperhomocysteinemia is a risk factor for cardiovascular and neurodegenerative diseases, osteoporotic fractures and complications during pregnancy.		3924	
D020138	C18.452.648.100.480	Hyperhomocysteinemia	Condition in which the plasma levels of homocysteine and related metabolites are elevated (>13.9 μmol/l). Hyperhomocysteinemia can be familial or acquired. Development of the acquired hyperhomocysteinemia is mostly associated with vitamins B and/or folate deficiency (e.g., PERNICIOUS ANEMIA, vitamin malabsorption). Familial hyperhomocysteinemia often results in a more severe elevation of total homocysteine and excretion into the urine, resulting in HOMOCYSTINURIA. Hyperhomocysteinemia is a risk factor for cardiovascular and neurodegenerative diseases, osteoporotic fractures and complications during pregnancy.		3924	
D020138	C18.654.521.500.133.699.418	Hyperhomocysteinemia	Condition in which the plasma levels of homocysteine and related metabolites are elevated (>13.9 μmol/l). Hyperhomocysteinemia can be familial or acquired. Development of the acquired hyperhomocysteinemia is mostly associated with vitamins B and/or folate deficiency (e.g., PERNICIOUS ANEMIA, vitamin malabsorption). Familial hyperhomocysteinemia often results in a more severe elevation of total homocysteine and excretion into the urine, resulting in HOMOCYSTINURIA. Hyperhomocysteinemia is a risk factor for cardiovascular and neurodegenerative diseases, osteoporotic fractures and complications during pregnancy.		3924	
D020139	C05.660.417	Gastroschisis	A congenital defect with major fissure in the ABDOMINAL WALL lateral to, but not at, the UMBILICUS. This results in the extrusion of VISCERA. Unlike OMPHALOCELE, herniated structures in gastroschisis are not covered by a sac or PERITONEUM.		1487	
D020139	C16.131.621.417	Gastroschisis	A congenital defect with major fissure in the ABDOMINAL WALL lateral to, but not at, the UMBILICUS. This results in the extrusion of VISCERA. Unlike OMPHALOCELE, herniated structures in gastroschisis are not covered by a sac or PERITONEUM.		1487	
D020139	C23.300.707.374.500	Gastroschisis	A congenital defect with major fissure in the ABDOMINAL WALL lateral to, but not at, the UMBILICUS. This results in the extrusion of VISCERA. Unlike OMPHALOCELE, herniated structures in gastroschisis are not covered by a sac or PERITONEUM.		1487	
D020140	C10.228.140.163.100.435	Lysosomal Storage Diseases, Nervous System	A group of enzymatic disorders affecting the nervous system and to a variable degree the skeletal system, lymphoreticular system, and other organs. The conditions are marked by an abnormal accumulation of catabolic material within lysosomes.		85	
D020140	C16.320.565.189.435	Lysosomal Storage Diseases, Nervous System	A group of enzymatic disorders affecting the nervous system and to a variable degree the skeletal system, lymphoreticular system, and other organs. The conditions are marked by an abnormal accumulation of catabolic material within lysosomes.		85	
D020140	C16.320.565.595.554	Lysosomal Storage Diseases, Nervous System	A group of enzymatic disorders affecting the nervous system and to a variable degree the skeletal system, lymphoreticular system, and other organs. The conditions are marked by an abnormal accumulation of catabolic material within lysosomes.		85	
D020140	C18.452.132.100.435	Lysosomal Storage Diseases, Nervous System	A group of enzymatic disorders affecting the nervous system and to a variable degree the skeletal system, lymphoreticular system, and other organs. The conditions are marked by an abnormal accumulation of catabolic material within lysosomes.		85	
D020140	C18.452.648.189.435	Lysosomal Storage Diseases, Nervous System	A group of enzymatic disorders affecting the nervous system and to a variable degree the skeletal system, lymphoreticular system, and other organs. The conditions are marked by an abnormal accumulation of catabolic material within lysosomes.		85	
D020140	C18.452.648.595.554	Lysosomal Storage Diseases, Nervous System	A group of enzymatic disorders affecting the nervous system and to a variable degree the skeletal system, lymphoreticular system, and other organs. The conditions are marked by an abnormal accumulation of catabolic material within lysosomes.		85	
D020141	C14.907.454	Hemostatic Disorders	Pathological processes involving the integrity of blood circulation. Hemostasis depends on the integrity of BLOOD VESSELS, blood fluidity, and BLOOD COAGULATION. Majority of the hemostatic disorders are caused by disruption of the normal interaction between the VASCULAR ENDOTHELIUM, the plasma proteins (including BLOOD COAGULATION FACTORS), and PLATELETS.		215	
D020141	C15.378.463.515	Hemostatic Disorders	Pathological processes involving the integrity of blood circulation. Hemostasis depends on the integrity of BLOOD VESSELS, blood fluidity, and BLOOD COAGULATION. Majority of the hemostatic disorders are caused by disruption of the normal interaction between the VASCULAR ENDOTHELIUM, the plasma proteins (including BLOOD COAGULATION FACTORS), and PLATELETS.		215	
D020143	C10.228.140.163.100.435.825.300.300	Gangliosidoses, GM2	A group of recessively inherited diseases characterized by the intralysosomal accumulation of G(M2) GANGLIOSIDE in the neuronal cells. Subtypes include mutations of enzymes in the BETA-N-ACETYLHEXOSAMINIDASES system or G(M2) ACTIVATOR PROTEIN leading to disruption of normal degradation of GANGLIOSIDES, a subclass of ACIDIC GLYCOSPHINGOLIPIDS.		123	
D020143	C16.320.565.189.435.825.300.300	Gangliosidoses, GM2	A group of recessively inherited diseases characterized by the intralysosomal accumulation of G(M2) GANGLIOSIDE in the neuronal cells. Subtypes include mutations of enzymes in the BETA-N-ACETYLHEXOSAMINIDASES system or G(M2) ACTIVATOR PROTEIN leading to disruption of normal degradation of GANGLIOSIDES, a subclass of ACIDIC GLYCOSPHINGOLIPIDS.		123	
