MeSH ID	Tree ID	Name	Description	Comment	Counts [Template Drug]	Color
D049950	C19.007.001.001	Hyperparathyroidism, Primary	A condition of abnormally elevated output of PARATHYROID HORMONE due to parathyroid HYPERPLASIA or PARATHYROID NEOPLASMS. It is characterized by the combination of HYPERCALCEMIA, phosphaturia, elevated renal 1,25-DIHYDROXYVITAMIN D3 synthesis, and increased BONE RESORPTION.		0	#FFFFFF
D009631	C04.004.002.001|C07.005.004.001|C05.017.004.001	Nonodontogenic Cysts	Cysts formed from epithelial inclusions in the lines of fusion of the embryonic processes which form the jaws. They include nasopalatine or incisive canal cyst, incisive papilla cyst, globulomaxillary cyst, median palatal cyst, median alveolar cyst, median mandibular cyst, and nasoalveolar cyst.		0	#FFFFFF
D010612	C09.006.004|C08.012.010|C07.008.004|C01.039.010	Pharyngitis	Inflammation of the throat (PHARYNX).		0	#FFFFFF
D014565	C12.010.014|C12.004.005.014|C04.066|C12.016	Urogenital Neoplasms	Tumors or cancer of the UROGENITAL SYSTEM in either the male or the female.		0	#FFFFFF
D019585	C10.014.001.026	Intracranial Hypotension	Reduction of CEREBROSPINAL FLUID pressure characterized clinically by ORTHOSTATIC HEADACHE and occasionally by an ABDUCENS NERVE PALSY; HEARING LOSS; NAUSEA; neck stiffness, and other symptoms. This condition may be spontaneous or secondary to CEREBROSPINAL FLUID LEAK; SPINAL PUNCTURE; NEUROSURGICAL PROCEDURES; DEHYDRATION; UREMIA; trauma (see also CRANIOCEREBRAL TRAUMA); and other processes. Chronic hypotension may be associated with subdural hematomas (see HEMATOMA, SUBDURAL) or hygromas. (From Semin Neurol 1996 Mar;16(1):5-10; Adams et al., Principles of Neurology, 6th ed, pp637-8)		0	#FFFFFF
D065768	C10.014.001.021.007.007|C16.170	Lennox Gastaut Syndrome	A childhood-onset epilepsy syndrome.		0	#FFFFFF
D018277	C04.036.002.001.019|C04.036.005.002	Carcinoma, Mucoepidermoid	A tumor of both low- and high-grade malignancy. The low-grade grow slowly, appear in any age group, and are readily cured by excision. The high-grade behave aggressively, widely infiltrate the salivary gland and produce lymph node and distant metastases. Mucoepidermoid carcinomas account for about 21% of the malignant tumors of the parotid gland and 10% of the sublingual gland. They are the most common malignant tumor of the parotid. (From DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p575; Holland et al., Cancer Medicine, 3d ed, p1240)		0	#FFFFFF
D016738	C16.043.003.002|C16.009|C14.001.003.002|C06.008.002.001|C06.002.001.005.002.001	Alagille Syndrome	A multisystem disorder that is characterized by aplasia of intrahepatic bile ducts (BILE DUCTS, INTRAHEPATIC), and malformations in the cardiovascular system, the eyes, the vertebral column, and the facies. Major clinical features include JAUNDICE, and congenital heart disease with peripheral PULMONARY STENOSIS. Alagille syndrome may result from heterogeneous gene mutations, including mutations in JAG1 on CHROMOSOME 20 (Type 1) and NOTCH2 on CHROMOSOME 1 (Type 2).		0	#FFFFFF
D016569	C11.014.002|C16.029|C11.003	Blepharophimosis	The abnormal narrowness of the palpebral fissure in the horizontal direction caused by the lateral displacement of the medial canthi of the eyelids. (Dorland, 27th ed)		0	#FFFFFF
D003327	C14.005.024.003|C14.003.017.003	Coronary Disease	An imbalance between myocardial functional requirements and the capacity of the CORONARY VESSELS to supply sufficient blood flow. It is a form of MYOCARDIAL ISCHEMIA (insufficient blood supply to the heart muscle) caused by a decreased capacity of the coronary vessels.		0	#FFFFFF
D005928	C07.007.025.002	Glossitis	Inflammation of the tongue.		0	#FFFFFF
D018358	C04.035.006.004|C04.039.003.004	Neuroendocrine Tumors	Tumors whose cells possess secretory granules and originate from the neuroectoderm, i.e., the cells of the ectoblast or epiblast that program the neuroendocrine system. Common properties across most neuroendocrine tumors include ectopic hormone production (often via APUD CELLS), the presence of tumor-associated antigens, and isozyme composition.		0	#FFFFFF
D018210	C04.034.002.002.001	Chondromatosis	Multiple formation of chondromas. (Dorland, 27th ed)		0	#FFFFFF
D056806	C16.012.015|C10.014.001.008.001.025|C16.032.025|C18.011.025|C18.010.001.025|C18.003.014	Urea Cycle Disorders, Inborn	Rare congenital metabolism disorders of the urea cycle. The disorders are due to mutations that result in complete (neonatal onset) or partial (childhood or adult onset) inactivity of an enzyme, involved in the urea cycle. Neonatal onset results in clinical features that include irritability, vomiting, lethargy, seizures, NEONATAL HYPOTONIA; RESPIRATORY ALKALOSIS; HYPERAMMONEMIA; coma, and death. Survivors of the neonatal onset and childhood/adult onset disorders share common risks for ENCEPHALOPATHIES, METABOLIC, INBORN; and RESPIRATORY ALKALOSIS due to HYPERAMMONEMIA.		0	#FFFFFF
D006261	C23.088	Headache	The symptom of PAIN in the cranial region. It may be an isolated benign occurrence or manifestation of a wide variety of HEADACHE DISORDERS.		0	#FFFFFF
D000210	C23.111.002	Acute-Phase Reaction	An early local inflammatory reaction to insult or injury that consists of fever, an increase in inflammatory humoral factors, and an increased synthesis by hepatocytes of a number of proteins or glycoproteins usually found in the plasma.		0	#FFFFFF
D028226	C18.068.001.002|C18.005|C16.014	Amyloidosis, Familial	Diseases in which there is a familial pattern of AMYLOIDOSIS.		0	#FFFFFF
D012207	C04.034.003.004.001	Rhabdomyoma	A benign tumor derived from striated muscle. It is extremely rare, generally occurring in the tongue, neck muscles, larynx, uvula, nasal cavity, axilla, vulva, and heart. These tumors are treated by simple excision. (Dorland, 27th ed; DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1354)		0	#FFFFFF
D020426	C10.049.006.011.005	Sciatic Neuropathy	Disease or damage involving the SCIATIC NERVE, which divides into the PERONEAL NERVE and TIBIAL NERVE (see also PERONEAL NEUROPATHIES and TIBIAL NEUROPATHY). Clinical manifestations may include SCIATICA or pain localized to the hip, PARESIS or PARALYSIS of posterior thigh muscles and muscles innervated by the peroneal and tibial nerves, and sensory loss involving the lateral and posterior thigh, posterior and lateral leg, and sole of the foot. The sciatic nerve may be affected by trauma; ISCHEMIA; COLLAGEN DISEASES; and other conditions. (From Adams et al., Principles of Neurology, 6th ed, p1363)		0	#FFFFFF
D020953	C01.005.002.001.001|C01.012.003.002|C01.005.002.015|C10.014.002.003.002	Neuroaspergillosis	Infections of the nervous system caused by fungi of the genus ASPERGILLUS, most commonly ASPERGILLUS FUMIGATUS. Aspergillus infections may occur in immunocompetent hosts, but are more prevalent in individuals with IMMUNOLOGIC DEFICIENCY SYNDROMES. The organism may spread to the nervous system from focal infections in the lung, mastoid region, sinuses, inner ear, bones, eyes, gastrointestinal tract, and heart. Sinus infections may be locally invasive and enter the intracranial compartment, producing MENINGITIS, FUNGAL; cranial neuropathies; and abscesses in the frontal lobes of the brain. (From Joynt, Clinical Neurology, 1998, Ch 27, pp62-3)		0	#FFFFFF
D010326	C01.005.001.010.022.003	Pasteurella Infections	Infections with bacteria of the genus PASTEURELLA.		0	#FFFFFF
D009386	C16.203|C04.044	Neoplastic Syndromes, Hereditary	The condition of a pattern of malignancies within a family, but not every individual's necessarily having the same neoplasm. Characteristically the tumor tends to occur at an earlier than average age, individuals may have more than one primary tumor, the tumors may be multicentric, usually more than 25 percent of the individuals in direct lineal descent from the proband are affected, and the cancer predisposition in these families behaves as an autosomal dominant trait with about 60 percent penetrance.		0	#FFFFFF
D016891	C12.010.015.001.018.003.001|C16.051.005.001|C12.004.005.015.001.018.003.001|C16.229.001|C12.017.001.018.003.001	Polycystic Kidney, Autosomal Dominant	Kidney disorders with autosomal dominant inheritance and characterized by multiple CYSTS in both KIDNEYS with progressive deterioration of renal function.		0	#FFFFFF
D019569	C10.064.001|C23.198.001|C07.007.011	Hemifacial Spasm	Recurrent clonic contraction of facial muscles, restricted to one side. It may occur as a manifestation of compressive lesions involving the seventh cranial nerve (FACIAL NERVE DISEASES), during recovery from BELL PALSY, or in association with other disorders. (From Adams et al., Principles of Neurology, 6th ed, p1378)		0	#FFFFFF
D007967	C07.007.012	Leukoedema, Oral	A disorder of the buccal mucosa resembling early leukoplakia, characterized by the presence of filmy opalescence of the mucosa in the early stages to a whitish gray cast with a coarsely wrinkled surface in the later stages, associated with intracellular edema of the spinous or malpighian layer. (Dorland, 27th ed)		0	#FFFFFF
D011371	C16.165.004|C16.235|C18.066	Progeria	An abnormal congenital condition, associated with defects in the LAMIN TYPE A gene, which is characterized by premature aging in children, where all the changes of cell senescence occur. It is manifested by premature graying; hair loss; hearing loss (DEAFNESS); cataracts (CATARACT); ARTHRITIS; OSTEOPOROSIS; DIABETES MELLITUS; atrophy of subcutaneous fat; skeletal hypoplasia; elevated urinary HYALURONIC ACID; and accelerated ATHEROSCLEROSIS. Many affected individuals develop malignant tumors, especially SARCOMA.		0	#FFFFFF
D012555	C01.032.007.004.007.004|C01.052.009.004	Schistosomiasis mansoni	Schistosomiasis caused by Schistosoma mansoni. It is endemic in Africa, the Middle East, South America, and the Caribbean and affects mainly the bowel, spleen, and liver.		0	#FFFFFF
D018324	C04.042.004.003	Hemangioma, Capillary	A dull red, firm, dome-shaped hemangioma, sharply demarcated from surrounding skin, usually located on the head and neck, which grows rapidly and generally undergoes regression and involution without scarring. It is caused by proliferation of immature capillary vessels in active stroma, and is usually present at birth or occurs within the first two or three months of life. (Dorland, 27th ed)		0	#FFFFFF
D007645	C17.002.039.006|C17.002.038|C16.160	Keratoderma, Palmoplantar	Group of mostly hereditary disorders characterized by thickening of the palms and soles as a result of excessive keratin formation leading to hypertrophy of the stratum corneum (hyperkeratosis).		0	#FFFFFF
D000506	C17.002.027.004.001.001	Alopecia Areata	Loss of scalp and body hair involving microscopically inflammatory patchy areas.		0	#FFFFFF
D020252	C06.005.006.004|C14.005.002.001	Gastric Antral Vascular Ectasia	A distinct vascular lesion in the PYLORIC ANTRUM that is characterized by tortuous dilated blood vessels (ectasia) radiating outward from the PYLORUS. The vessel pattern resembles the stripes on the surface of a watermelon. This lesion causes both acute and chronic GASTROINTESTINAL HEMORRHAGE.		0	#FFFFFF
D050030	C14.003.001.009.001|C14.003.003.004.001|C16.043.003.020.001|C23.018.007.001	Andersen Syndrome	A form of inherited long QT syndrome (or LQT7) that is characterized by a triad of potassium-sensitive periodic paralysis, VENTRICULAR ECTOPIC BEATS, and abnormal features such as short stature, low-set ears, and SCOLIOSIS. It results from mutations of KCNJ2 gene which encodes a channel protein (INWARD RECTIFIER POTASSIUM CHANNELS) that regulates resting membrane potential.		0	#FFFFFF
D003138	C06.004.001.001.001|C06.002.003.001.001|C04.014.001.001.001|C06.002.001.001.001|C06.002.001.006.003	Common Bile Duct Neoplasms	Tumor or cancer of the COMMON BILE DUCT including the AMPULLA OF VATER and the SPHINCTER OF ODDI.		0	#FFFFFF
D063766	C23.155.005|C18.060.006	Pediatric Obesity	BODY MASS INDEX in children (ages 2-12) and in adolescents (ages 13-18) that is grossly above the recommended cut-off for a specific age and sex. For infants less than 2 years of age, obesity is determined based on standard weight-for-length percentile measures.		0	#FFFFFF
D001002	C12.004.005.015.006.001|C12.004.005.015.001.003|C12.017.006.001|C12.010.015.006.001|C12.017.001.003|C12.010.015.001.003	Anuria	Absence of urine formation. It is usually associated with complete bilateral ureteral (URETER) obstruction, complete lower urinary tract obstruction, or unilateral ureteral obstruction when a solitary kidney is present.		0	#FFFFFF
D003924	C18.021.001.002|C19.003.003	Diabetes Mellitus, Type 2	A subclass of DIABETES MELLITUS that is not INSULIN-responsive or dependent (NIDDM). It is characterized initially by INSULIN RESISTANCE and HYPERINSULINEMIA; and eventually by GLUCOSE INTOLERANCE; HYPERGLYCEMIA; and overt diabetes. Type II diabetes mellitus is no longer considered a disease exclusively found in adults. Patients seldom develop KETOSIS but often exhibit OBESITY.		0	#FFFFFF
D000334	C23.006	Aerophagy	Spasmodic swallowing of air.		0	#FFFFFF
D004057	C05.003.010.004|C05.003.018.007.001	Hyperostosis, Diffuse Idiopathic Skeletal	A disease of elderly men characterized by large osteophytes that bridge vertebrae and ossification of ligaments and tendon insertions.		0	#FFFFFF
D016920	C01.005.001.003.002|C01.012.002.002|C10.048.003.003|C10.014.002.002.002	Meningitis, Bacterial	Bacterial infections of the leptomeninges and subarachnoid space, frequently involving the cerebral cortex, cranial nerves, cerebral blood vessels, spinal cord, and nerve roots.		0	#FFFFFF
D007409	C06.005.004.010|C16.156|C06.007	Intestinal Atresia	Congenital obliteration of the lumen of the intestine, with the ILEUM involved in 50% of the cases and the JEJUNUM and DUODENUM following in frequency. It is the most frequent cause of INTESTINAL OBSTRUCTION in NEWBORNS. (From Stedman, 25th ed)		0	#FFFFFF
D005877	C19.008.003.002|C05.003.002.012|C05.003.003.004	Gigantism	The condition of accelerated and excessive GROWTH in children or adolescents who are exposed to excess HUMAN GROWTH HORMONE before the closure of EPIPHYSES. It is usually caused by somatotroph hyperplasia or a GROWTH HORMONE-SECRETING PITUITARY ADENOMA. These patients are of abnormally tall stature, more than 3 standard deviations above normal mean height for age.		0	#FFFFFF
