MeSH ID	Tree ID	Name	Description	Comment	Counts [Template Drug]	Color
D017675	C06.405.117.119.500.204|C14.907.617.812.500|C14.907.823.225|C17.300.799.801.500|C17.800.784.801.500|C18.452.174.130.204	CREST Syndrome	A mild form of LIMITED SCLERODERMA, a multi-system disorder. Its features include symptoms of CALCINOSIS; RAYNAUD DISEASE; ESOPHAGEAL MOTILITY DISORDERS; sclerodactyly, and TELANGIECTASIS. When the defect in esophageal function is not prominent, it is known as CRST syndrome.	""	0	#FFFFFF
D017676	C07.465.397|C17.800.859.475.560.397	Lichen Planus, Oral	Oral lesions accompanying cutaneous lichen planus or often occurring alone. The buccal mucosa, lips, gingivae, floor of the mouth, and palate are usually affected (in a descending order of frequency). Typically, oral lesions consist of radiating white or gray, velvety, threadlike lines, arranged in a reticular pattern, at the intersection of which there may be minute, white, elevated dots or streaks (Wickham's striae). (Jablonski, Illustrated Dictionary of Dentistry)	""	0	#FFFFFF
D017681	C15.378.553.231.549	Hypereosinophilic Syndrome	A heterogeneous group of disorders with the common feature of prolonged eosinophilia of unknown cause and associated organ system dysfunction, including the heart, central nervous system, kidneys, lungs, gastrointestinal tract, and skin. There is a massive increase in the number of EOSINOPHILS in the blood, mimicking leukemia, and extensive eosinophilic infiltration of the various organs.	""	0	#FFFFFF
D017682	C14.280.671|C23.888.582	Myocardial Stunning	Prolonged dysfunction of the myocardium after a brief episode of severe ischemia, with gradual return of contractile activity.	""	0	#FFFFFF
D017688	C06.405.205.200	Cholera Morbus	An old term that is no longer used in the scientific literature. Cholera morbus refers to acute GASTROENTERITIS occurring in summer or autumn; characterized by severe cramps, diarrhea, and vomiting.	""	0	#FFFFFF
D017689	C05.660.585.600|C16.131.621.585.600	Polydactyly	A congenital anomaly of the hand or foot, marked by the presence of supernumerary digits.	""	0	#FFFFFF
D017695	C26.808	Soft Tissue Injuries	"Injuries of tissue other than bone. The concept is usually general and does not customarily refer to internal organs or viscera. It is meaningful with reference to regions or organs where soft tissue (muscle, fat, skin) should be differentiated from bones or bone tissue, as ""soft tissue injuries of the hand""."	""	0	#FFFFFF
D017696	C05.651.575.290|C10.668.491.550.290	Myopathies, Nemaline	A group of inherited congenital myopathic conditions characterized clinically by weakness, hypotonia, and prominent hypoplasia of proximal muscles including the face. Muscle biopsy reveals large numbers of rod-shaped structures beneath the muscle fiber plasma membrane. This disorder is genetically heterogeneous and may occasionally present in adults. (Adams et al., Principles of Neurology, 6th ed, p1453)	""	0	#FFFFFF
D017699	C23.888.592.612.944	Pelvic Pain	Pain in the pelvic region of genital and non-genital origin.	""	0	#FFFFFF
D017700	C14.907.355.350.454.500	Embolism, Cholesterol	Blocking of a blood vessel by CHOLESTEROL-rich atheromatous deposits, generally occurring in the flow from a large artery to small arterial branches. It is also called arterial-arterial embolization or atheroembolism which may be spontaneous or iatrogenic. Patients with spontaneous atheroembolism often have painful, cyanotic digits of acute onset.	""	0	#FFFFFF
D017703	C01.748.561.625|C01.830.025.780|C07.550.781.625|C08.730.561.625|C09.775.649.625	Retropharyngeal Abscess	An accumulation of purulent material in the space between the PHARYNX and the CERVICAL VERTEBRAE. This usually results from SUPPURATION of retropharyngeal LYMPH NODES in patients with UPPER RESPIRATORY TRACT INFECTIONS, perforation of the pharynx, or head and neck injuries.	""	0	#FFFFFF
D017714	C01.234	Community-Acquired Infections	Any infection acquired in the community, that is, contrasted with those acquired in a health care facility (CROSS INFECTION). An infection would be classified as community-acquired if the patient had not recently been in a health care facility or been in contact with someone who had been recently in a health care facility.	""	0	#FFFFFF
D017719	C14.907.320.191|C17.800.893.592.450.200|C19.246.099.500.191|C19.246.099.937.250	Diabetic Foot	Common foot problems in persons with DIABETES MELLITUS, caused by any combination of factors such as DIABETIC NEUROPATHIES; PERIPHERAL VASCULAR DISEASES; and INFECTION. With the loss of sensation and poor circulation, injuries and infections often lead to severe foot ulceration, GANGRENE and AMPUTATION.	""	0	#FFFFFF
D017726	C01.375.725.270|C01.925.256.466.245.150|C01.925.325.270|C11.294.800.270|C11.768.773.360	Cytomegalovirus Retinitis	Infection of the retina by cytomegalovirus characterized by retinal necrosis, hemorrhage, vessel sheathing, and retinal edema. Cytomegalovirus retinitis is a major opportunistic infection in AIDS patients and can cause blindness.	""	0	#FFFFFF
D017728	C04.557.386.480.750.399|C15.604.515.569.480.750.600|C20.683.515.761.480.750.399	Lymphoma, Large-Cell, Anaplastic	"A systemic, large-cell, non-Hodgkin, malignant lymphoma characterized by cells with pleomorphic appearance and expressing the CD30 ANTIGEN. These so-called ""hallmark"" cells have lobulated and indented nuclei. This lymphoma is often mistaken for metastatic carcinoma and MALIGNANT HISTIOCYTOSIS."	""	0	#FFFFFF
D017731	C04.557.386.480.750.800.528|C15.604.515.569.480.750.800.528|C20.683.515.761.480.750.800.528	Lymphomatoid Papulosis	Clinically benign, histologically malignant, recurrent cutaneous T-cell lymphoproliferative disorder characterized by an infiltration of large atypical cells surrounded by inflammatory cells. The atypical cells resemble REED-STERNBERG CELLS of HODGKIN DISEASE or the malignant cells of CUTANEOUS T-CELL LYMPHOMA. In some cases, lymphomatoid papulosis progresses to lymphomatous conditions including MYCOSIS FUNGOIDES; HODGKIN DISEASE; CUTANEOUS T-CELL LYMPHOMA; or ANAPLASTIC LARGE-CELL LYMPHOMA.	""	0	#FFFFFF
D017733	C01.925.256.466.313.500|C04.588.443.591.545.500|C04.834.512.513.500|C07.465.530.545.500|C23.300.816.513.500	Leukoplakia, Hairy	Epithelial hyperplasia of the oral mucosa associated with Epstein-Barr virus (HERPESVIRUS 4, HUMAN) and found almost exclusively in persons with HIV infection. The lesion consists of a white patch that is often corrugated or hairy.	""	0	#FFFFFF
D017759	C26.404.249	Fractures, Malunited	Union of the fragments of a fractured bone in a faulty or abnormal position. If two bones parallel to one another unite by osseous tissue, the result is a crossunion. (From Manual of Orthopaedic Terminology, 4th ed)	""	0	#FFFFFF
D017760	C05.116.214	Bone Malalignment	Displacement of bones out of line in relation to joints. It may be congenital or traumatic in origin.	""	0	#FFFFFF
D017769	C10.668.829.500.850.600|C10.668.829.550.925|C26.844.150.957	Ulnar Nerve Compression Syndromes	Ulnar neuropathies caused by mechanical compression of the nerve at any location from its origin at the BRACHIAL PLEXUS to its terminations in the hand. Common sites of compression include the retroepicondylar groove, cubital tunnel at the elbow (CUBITAL TUNNEL SYNDROME), and Guyon's canal at the wrist. Clinical features depend on the site of injury, but may include weakness or paralysis of wrist flexion, finger flexion, and ulnar innervated intrinsic hand muscles, and impaired sensation over the ulnar aspect of the hand, fifth finger, and ulnar half of the ring finger. (Joynt, Clinical Neurology, 1995, Ch51, p43)	""	0	#FFFFFF
D017772	C10.668.829.050|C18.452.845.500.050	Amyloid Neuropathies	Disorders of the peripheral nervous system associated with the deposition of AMYLOID in nerve tissue. Familial, primary (nonfamilial), and secondary forms have been described. Some familial subtypes demonstrate an autosomal dominant pattern of inheritance. Clinical manifestations include sensory loss, mild weakness, autonomic dysfunction, and CARPAL TUNNEL SYNDROME. (Adams et al., Principles of Neurology, 6th ed, p1349)	""	0	#FFFFFF
D017789	C23.550.382.937	Granuloma, Pyogenic	A disorder of the skin, the oral mucosa, and the gingiva, that usually presents as a solitary polypoid capillary hemangioma often resulting from trauma. It is manifested as an inflammatory response with similar characteristics to those of a granuloma.	""	0	#FFFFFF
D017823	C07.465.714.204	Furcation Defects	Conditions in which a bifurcation or trifurcation of the molar tooth root becomes denuded as a result of periodontal disease. It may be followed by tooth mobility, temperature sensitivity, pain, and alveolar bone resorption.	""	0	#FFFFFF
D017824	C04.182.089.265|C05.116.070.265	Bone Cysts, Aneurysmal	Fibrous blood-filled cyst in the bone. Although benign it can be destructive causing deformity and fractures.	""	0	#FFFFFF
D017825	C10.228.140.163.100.362.375|C10.228.140.695.625.375|C10.314.400.375|C10.574.500.300|C16.320.400.150|C16.320.565.189.362.375|C18.452.132.100.362.375|C18.452.648.189.362.375	Canavan Disease	A rare neurodegenerative condition of infancy or childhood characterized by white matter vacuolization and demeylination that gives rise to a spongy appearance. Aspartoacylase deficiency leads to an accumulation of N-acetylaspartate in astrocytes. Inheritance may be autosomal recessive or the illness may occur sporadically. This illness occurs more frequently in individuals of Ashkenazic Jewish descent. The neonatal form features the onset of hypotonia and lethargy at birth, rapidly progressing to coma and death. The infantile form features developmental delay, DYSKINESIAS, hypotonia, spasticity, blindness, and megalencephaly. The juvenile form is characterized by ATAXIA; OPTIC ATROPHY; and DEMENTIA. (From Adams et al., Principles of Neurology, 6th ed, p944; Am J Med Genet 1988 Feb;29(2):463-71)	""	0	#FFFFFF
D017827	C10.228.140.252.190.530.530|C10.228.140.252.700.700.500|C10.228.854.787.875.500|C10.574.500.825.700.500|C10.597.350.090.500.530.530|C16.320.400.780.875.500	Machado-Joseph Disease	A dominantly-inherited ATAXIA first described in people of Azorean and Portuguese descent, and subsequently identified in Brazil, Japan, China, and Australia. This disorder is classified as one of the SPINOCEREBELLAR ATAXIAS (Type 3) and has been associated with a mutation of the MJD1 gene on chromosome 14. Clinical features include progressive ataxia, DYSARTHRIA, postural instability, nystagmus, eyelid retraction, and facial FASCICULATIONS. DYSTONIA is prominent in younger patients (referred to as Type I Machado-Joseph Disease). Type II features ataxia and ocular signs; Type III features MUSCULAR ATROPHY and a sensorimotor neuropathy; and Type IV features extrapyramidal signs combined with a sensorimotor neuropathy. (From Clin Neurosci 1995;3(1):17-22; Ann Neurol 1998 Mar;43(3):288-96)	""	0	#FFFFFF
D017880	C05.660.585|C16.131.621.585	Limb Deformities, Congenital	Congenital structural deformities of the upper and lower extremities collectively or unspecified.	""	0	#FFFFFF
D017887	C05.116.900.480|C23.550.751.500	Ossification of Posterior Longitudinal Ligament	A calcification of the posterior longitudinal ligament of the spinal column, usually at the level of the cervical spine. It is often associated with anterior ankylosing hyperostosis.	""	0	#FFFFFF
D017889	C11.941.375.285	Exfoliation Syndrome	The deposition of flaky, translucent fibrillar material most conspicuous on the anterior lens capsule and pupillary margin but also in both surfaces of the iris, the zonules, trabecular meshwork, ciliary body, corneal endothelium, and orbital blood vessels. It sometimes forms a membrane on the anterior iris surface. Exfoliation refers to the shedding of pigment by the iris. (Newell, Ophthalmology, 7th ed, p380)	""	0	#FFFFFF
D017890	C15.604.744.742.500|C26.017.680.500|C26.761.555.500	Splenosis	The spontaneous transplantation of splenic tissue to unusual sites after open splenic trauma, e.g., after automobile accidents, gunshot or stab wounds. The splenic pulp implants appear as red-blue nodules on the peritoneum, omentum, and mesentery, morphologically similar to multifocal pelvic endometriosis. (Segen, Dictionary of Modern Medicine, 1992)	""	0	#FFFFFF
D018058	C09.218.903|C26.930	Tympanic Membrane Perforation	A temporary or persistent opening in the eardrum (TYMPANIC MEMBRANE). Clinical signs depend on the size, location, and associated pathological condition.	""	0	#FFFFFF
D018088	C01.150.252.410.040.552.846.775	Tuberculosis, Multidrug-Resistant	Tuberculosis resistant to chemotherapy with two or more ANTITUBERCULAR AGENTS, including at least ISONIAZID and RIFAMPICIN. The problem of resistance is particularly troublesome in tuberculous OPPORTUNISTIC INFECTIONS associated with HIV INFECTIONS. It requires the use of second line drugs which are more toxic than the first line regimens. TB with isolates that have developed further resistance to at least three of the six classes of second line drugs is defined as EXTENSIVELY DRUG-RESISTANT TUBERCULOSIS.	""	0	#FFFFFF
D018126	C07.650.800.600|C07.793.700.600|C16.131.850.800.600	Odontodysplasia	A localized arrested tooth development which appears to involve most commonly the anterior teeth, usually on one side of the midline, most often the maxillary central and lateral incisors. Roentgenographically, the teeth have a ghostlike appearance. Calcification and bits of prismatic enamel may be found in the pulp and the enamel is thin and absent in part. (Jablonski, Illustrated Dictionary of Dentistry, 1982)	""	0	#FFFFFF
D018149	C18.452.394.952.500	Glucose Intolerance	A pathological state in which BLOOD GLUCOSE level is less than approximately 140 mg/100 ml of PLASMA at fasting, and above approximately 200 mg/100 ml plasma at 30-, 60-, or 90-minute during a GLUCOSE TOLERANCE TEST. This condition is seen frequently in DIABETES MELLITUS, but also occurs with other diseases and MALNUTRITION.	""	0	#FFFFFF
D018159	C09.218.568.217	Endolymphatic Hydrops	An accumulation of ENDOLYMPH in the inner ear (LABYRINTH) leading to buildup of pressure and distortion of intralabyrinthine structures, such as COCHLEA and SEMICIRCULAR CANALS. It is characterized by SENSORINEURAL HEARING LOSS; TINNITUS; and sometimes VERTIGO.	""	0	#FFFFFF
D018173	C01.925.256.200	Circoviridae Infections	Virus diseases caused by the CIRCOVIRIDAE.	""	0	#FFFFFF
D018174	C01.925.782.600.100	Arterivirus Infections	Infections caused by viruses of the genus ARTERIVIRUS.	""	0	#FFFFFF
D018175	C01.925.782.123	Birnaviridae Infections	Virus diseases caused by the BIRNAVIRIDAE.	""	0	#FFFFFF
D018176	C01.925.782.600.550.800	Torovirus Infections	Infections with viruses of the genus TOROVIRUS, family CORONAVIRIDAE.	""	0	#FFFFFF
D018177	C01.925.782.350.250	Flavivirus Infections	Infections with viruses of the genus FLAVIVIRUS, family FLAVIVIRIDAE.	""	0	#FFFFFF
D018178	C01.925.782.350	Flaviviridae Infections	Infections with viruses of the family FLAVIVIRIDAE.	""	0	#FFFFFF
D018182	C01.925.782.350.675	Pestivirus Infections	Infections with viruses of the genus PESTIVIRUS, family FLAVIVIRIDAE.	""	0	#FFFFFF
D018184	C01.925.782.580.600	Paramyxoviridae Infections	Infections with viruses of the family PARAMYXOVIRIDAE. This includes MORBILLIVIRUS INFECTIONS; RESPIROVIRUS INFECTIONS; PNEUMOVIRUS INFECTIONS; HENIPAVIRUS INFECTIONS; AVULAVIRUS INFECTIONS; and RUBULAVIRUS INFECTIONS.	""	0	#FFFFFF
D018185	C01.925.782.580.600.500	Morbillivirus Infections	Infections with viruses of the genus MORBILLIVIRUS, family PARAMYXOVIRIDAE. Infections mainly cause acute disease in their hosts, although in some cases infection is persistent and leads to degenerative conditions.	""	0	#FFFFFF
D018186	C01.925.782.580.600.550	Pneumovirus Infections	Infections with viruses of the genus PNEUMOVIRUS, family PARAMYXOVIRIDAE. This includes RESPIRATORY SYNCYTIAL VIRUS INFECTIONS, an important cause of respiratory disease in humans.	""	0	#FFFFFF
D018188	C01.925.782.687.150	Cardiovirus Infections	Infections caused by viruses of the genus CARDIOVIRUS, family PICORNAVIRIDAE.	""	0	#FFFFFF
D018190	C04.557.375	Lymphatic Vessel Tumors	Neoplasms composed of lymphoid tissue, a lattice work of reticular tissue the interspaces of which contain lymphocytes. The concept does not refer to neoplasms located in lymphatic vessels.	""	0	#FFFFFF
D018191	C04.557.375.450.450	Lymphangioma, Cystic	A cystic growth originating from lymphatic tissue. It is usually found in the neck, axilla, or groin.	""	0	#FFFFFF
D018192	C04.557.375.460.465|C04.557.450.692.500|C15.604.515.562.465|C20.683.515.710.465	Lymphangioleiomyomatosis	A disease characterized by the progressive invasion of SMOOTH MUSCLE CELLS into the LYMPHATIC VESSELS, and the BLOOD VESSELS. The majority of the cases occur in the LUNGS of women of child-bearing age, eventually blocking the flow of air, blood, and lymph. The common symptom is shortness of breath (DYSPNEA).	""	0	#FFFFFF
D018193	C04.557.435	Neoplasms, Complex and Mixed	Neoplasms composed of more than one type of neoplastic tissue.	""	0	#FFFFFF
D018194	C04.557.435.110	Adenomyoma	A benign neoplasm of muscle (usually smooth muscle) with glandular elements. It occurs most frequently in the uterus and uterine ligaments. (Stedman, 25th ed)	""	0	#FFFFFF
D018195	C04.557.435.135|C04.557.450.795.135	Adenosarcoma	A malignant neoplasm arising simultaneously or consecutively in mesodermal tissue and glandular epithelium of the same part. (Stedman, 25th ed)	""	0	#FFFFFF
D018196	C04.557.435.250|C04.557.470.200.150	Carcinoma, Adenosquamous	A mixed adenocarcinoma and squamous cell or epidermoid carcinoma.	""	0	#FFFFFF
D018197	C04.557.435.380	Hepatoblastoma	A malignant neoplasm occurring in young children, primarily in the liver, composed of tissue resembling embryonal or fetal hepatic epithelium, or mixed epithelial and mesenchymal tissues. (Stedman, 25th ed)	""	0	#FFFFFF
D018198	C04.557.435.525	Mixed Tumor, Malignant	A malignant tumor composed of more than one type of neoplastic tissue. (Dorland, 27th ed)	""	0	#FFFFFF
D018199	C04.557.435.530|C04.557.450.795.530	Mixed Tumor, Mesodermal	A sarcoma of the body of the uterus arising in older women, composed of more than one mesenchymal tissue, especially including striated muscle cells. It is associated with previous pelvic radiation exposure in 20% of patients. (Stedman, 25th ed; Holland et al., Cancer Medicine, 3d ed, p1702)	""	0	#FFFFFF
D018200	C04.557.435.540	Mixed Tumor, Mullerian	A tumor, basically a carcinoma with a single sarcoma such as leiomyosarcoma or angiosarcoma or multiple sarcomas of uterine origin. The role of estrogen has been postulated as a possible etiological factor in this tumor. (Holland et al., Cancer Medicine, 3d ed, p1703)	""	0	#FFFFFF
D018201	C04.557.435.600|C04.588.945.947.535.790|C12.050.351.937.820.535.790|C12.050.351.968.419.473.372|C12.200.758.820.750.372|C12.200.777.419.473.372|C12.900.820.535.790|C12.950.419.473.372|C12.950.983.535.790	Nephroma, Mesoblastic	A solid, unencapsulated tumor of the KIDNEY composed of spindle mesenchymal cells that resemble FIBROBLASTS or muscle cells. The homogeneous mass typically extends into the renal parenchyma and replaces most of the kidney. In most cases, mesoblastic nephroma is benign and occurs in the fetus or newborn, and rarely in the older child or the adult.	""	0	#FFFFFF
D018202	C04.557.435.675|C04.588.894.797.520.867	Pulmonary Blastoma	A malignant neoplasm of the lung composed chiefly or entirely of immature undifferentiated cells (i.e., blast forms) with little or virtually no stroma. (From Stedman, 25th ed)	""	0	#FFFFFF
D018203	C04.557.435.775|C04.557.450.795.332.500|C12.050.351.500.852.762.200.500.500|C12.050.351.937.418.875.200.374.500|C12.100.250.852.762.200.500.500|C12.900.418.875.200.374.500	Sarcoma, Endometrial Stromal	A highly malignant subset of neoplasms arising from the endometrial stroma. Tumors in this group infiltrate the stroma with a wide range of atypia cells and numerous mitoses. They are capable of widespread metastases (NEOPLASM METASTASIS).	""	0	#FFFFFF
D018204	C04.557.450	Neoplasms, Connective and Soft Tissue	Neoplasms developing from some structure of the connective and subcutaneous tissue. The concept does not refer to neoplasms located in connective or soft tissue.	""	0	#FFFFFF
D018205	C04.557.450.550	Neoplasms, Adipose Tissue	Neoplasms composed of fatty tissue or connective tissue made up of fat cells in a meshwork of areolar tissue. The concept does not refer to neoplasms located in adipose tissue.	""	0	#FFFFFF
D018206	C04.557.450.550.100	Angiolipoma	A benign neoplasm composed of a mixture of adipose tissue and blood vessels. (Dorland, 27th ed)	""	0	#FFFFFF
D018207	C04.557.450.550.125|C04.557.450.692.249	Angiomyolipoma	A benign tumor containing vascular, adipose, and muscle elements. It occurs most often in the kidney with smooth muscle elements (angiolipoleiomyoma) in association with tuberous sclerosis. (Dorland, 27th ed)	""	0	#FFFFFF
D018208	C04.557.450.550.420.425|C04.557.450.795.465.425	Liposarcoma, Myxoid	A liposarcoma containing round mesenchymal cells and a myxoid extracellular matrix in stroma.	""	0	#FFFFFF
D018209	C04.557.450.550.710	Myelolipoma	A rare benign tumor of the adrenal gland, several centimeters in diameter, composed in varying proportions of adipose tissue, lymphocytes, and primitive myeloid cells, probably a developmental abnormality. (Dorland, 27th ed)	""	0	#FFFFFF
D018210	C04.557.450.565.265.270	Chondromatosis	Multiple formation of chondromas. (Dorland, 27th ed)	""	0	#FFFFFF
D018211	C04.557.450.565.280.280|C04.557.450.795.300.280	Chondrosarcoma, Mesenchymal	A rare aggressive variant of chondrosarcoma, characterized by a biphasic histologic pattern of small compact cells intermixed with islands of cartilaginous matrix. Mesenchymal chondrosarcomas have a predilection for flat bones; long tubular bones are rarely affected. They tend to occur in the younger age group and are highly metastatic. (DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1456)	""	0	#FFFFFF
D018212	C04.557.450.565.380.380|C04.557.450.565.575.420	Giant Cell Tumor of Bone	A bone tumor composed of cellular spindle-cell stroma containing scattered multinucleated giant cells resembling osteoclasts. The tumors range from benign to frankly malignant lesions. The tumor occurs most frequently in an end of a long tubular bone in young adults. (From Dorland, 27th ed; Stedman, 25th ed)	""	0	#FFFFFF
D018213	C04.557.450.565.575	Neoplasms, Bone Tissue	Neoplasms composed of bony tissue, whether normal or of a soft tissue which has become ossified. The concept does not refer to neoplasms located in bones.	""	0	#FFFFFF
D018214	C04.557.450.565.575.400|C04.557.450.565.590.340.360	Fibroma, Ossifying	A benign central bone tumor, usually of the jaws (especially the mandible), composed of fibrous connective tissue within which bone is formed.	""	0	#FFFFFF
D018215	C04.557.450.565.575.600	Osteoblastoma	A benign, painful, tumor of bone characterized by the formation of osteoid tissue, primitive bone and calcified tissue. It occurs frequently in the spine of young persons. (From Dorland, 27th ed; Stedman, 25th ed)	""	0	#FFFFFF
D018216	C04.557.450.565.575.610.615|C05.116.099.708.670.615	Osteochondromatosis	A condition marked by the presence of multiple osteochondromas. (Dorland, 27th ed)	""	0	#FFFFFF
D018217	C04.557.450.565.575.650.655|C04.557.450.795.620.655	Osteosarcoma, Juxtacortical	A form of osteogenic sarcoma of relatively low malignancy, probably arising from the periosteum and initially involving cortical bone and adjacent connective tissue. It occurs in middle-aged as well as young adults and most commonly affects the lower part of the femoral shaft. (Stedman, 25th ed)	""	0	#FFFFFF
D018218	C04.557.450.565.590	Neoplasms, Fibrous Tissue	Neoplasms composed of fibrous tissue, the ordinary connective tissue of the body, made up largely of yellow or white fibers. The concept does not refer to neoplasms located in fibrous tissue.	""	0	#FFFFFF
D018219	C04.557.450.565.590.425.350	Histiocytoma, Benign Fibrous	A benign tumor composed, wholly or in part, of cells with the morphologic characteristics of HISTIOCYTES and with various fibroblastic components. Fibrous histiocytomas can occur anywhere in the body. When they occur in the skin, they are called dermatofibromas or sclerosing hemangiomas. (From DeVita Jr et al., Cancer: Principles & Practice of Oncology, 5th ed, p1747)	""	0	#FFFFFF
D018220	C04.557.450.565.590.340.345	Fibroma, Desmoplastic	An extremely rare bone tumor characterized by abundant collagen formation and a fibrous stroma, without evidence of mitosis or pleomorphism. It appears on x-rays as an osteolytic lesion with well-defined margins and must be differentiated from primary fibrosarcoma of bone. (DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1441)	""	0	#FFFFFF
D018221	C04.557.450.565.590.340.400	Fibromatosis, Abdominal	A relatively large mass of unusually firm scarlike connective tissue resulting from active participation of fibroblasts, occurring most frequently in the abdominal muscles of women who have borne children. The fibroblasts infiltrate surrounding muscle and fascia. (Stedman, 25th ed)	""	0	#FFFFFF
D018222	C04.557.450.565.590.340.410	Fibromatosis, Aggressive	A childhood counterpart of abdominal or extra-abdominal desmoid tumors, characterized by firm subcutaneous nodules that grow rapidly in any part of the body but do not metastasize. The adult form of abdominal fibromatosis is FIBROMATOSIS, ABDOMINAL. (Stedman, 25th ed)	""	0	#FFFFFF
D018223	C04.557.450.565.590.350.320|C04.557.450.795.350.320	Dermatofibrosarcoma	A sarcoma of the deep layers of the skin. The tumors are locally aggressive tends to recur but rarely metastatic. It can be classified into variants depending on the cell type tumors are derived from or by its characteristics: Pigmented variant from MELANIN-containing DERMAL DENDRITIC CELLS; Myxoid variant, myxoid STROMAL CELLS; Giant cell variant characterized by GIANT CELLS in the tumors; and Fibrosarcomatous variant chracterized by tumor areas histologically indistinguishable from FIBROSARCOMA.	""	0	#FFFFFF
D018224	C04.557.450.565.590.550	Myofibromatosis	A condition characterized by multiple formations of myofibromas (LEIOMYOMA).	""	0	#FFFFFF
D018225	C04.557.450.565.590.595|C04.557.470.625	Neoplasms, Fibroepithelial	Neoplasms composed of fibrous and epithelial tissue. The concept does not refer to neoplasms located in fibrous tissue or epithelium.	""	0	#FFFFFF
D018226	C04.557.450.565.590.595.350|C04.557.470.625.350	Fibroadenoma	An adenoma containing fibrous tissue. It should be differentiated from ADENOFIBROMA which is a tumor composed of connective tissue (fibroma) containing glandular (adeno-) structures. (From Dorland, 27th ed)	""	0	#FFFFFF
D018227	C04.557.450.565.800|C04.557.450.795.800	Sarcoma, Clear Cell	A sarcoma of young adults occurring in the lower extremities and acral regions. It is found intimately bound to tendons as a circumscribed but unencapsulated melanin-bearing tumor of neuroectodermal origin. Clear cell sarcoma is associated with a specific t(12;22)(q13;q12) translocation.	""	0	#FFFFFF
D018228	C04.557.450.565.825|C04.557.450.795.870	Sarcoma, Small Cell	A sarcoma characterized by the presence of small cells, cells measuring 9-14 micrometers with a faint or indistinct rim of cytoplasm and an oval-to-elongated nucleus with relatively dense chromatin. (From Segen, Dictionary of Modern Medicine, 1992)	""	0	#FFFFFF
D018229	C04.557.450.590.450.125	Angiomyoma	A benign tumor consisting of vascular and smooth muscle elements.	""	0	#FFFFFF
D018230	C04.557.450.590.450.455	Leiomyoma, Epithelioid	A relatively rare smooth muscle tumor found most frequently in the wall of the gastrointestinal tract, especially in the stomach. It is similar to other smooth muscle tumors but may become very large and hemorrhage and exhibit small cystic areas. Simple excision is almost always curative. (From Dorland, 27th ed; DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1354)	""	0	#FFFFFF
D018231	C04.557.450.590.450.465	Leiomyomatosis	The state of having multiple leiomyomas throughout the body. (Stedman, 25th ed)	""	0	#FFFFFF
D018232	C04.557.450.590.550.660.665|C04.557.450.795.550.660.665	Rhabdomyosarcoma, Alveolar	"A form of RHABDOMYOSARCOMA occurring mainly in adolescents and young adults, affecting muscles of the extremities, trunk, orbital region, etc. It is extremely malignant, metastasizing widely at an early stage. Few cures have been achieved and the prognosis is poor. ""Alveolar"" refers to its microscopic appearance simulating the cells of the respiratory alveolus. (Holland et al., Cancer Medicine, 3d ed, p2188)"	""	0	#FFFFFF
D018233	C04.557.450.590.550.660.675|C04.557.450.795.550.660.675	Rhabdomyosarcoma, Embryonal	A form of RHABDOMYOSARCOMA arising primarily in the head and neck, especially the orbit, of children below the age of 10. The cells are smaller than those of other rhabdomyosarcomas and are of two basic cell types: spindle cells and round cells. This cancer is highly sensitive to chemotherapy and has a high cure rate with multi-modality therapy. (From Holland et al., Cancer Medicine, 3d ed, p2188)	""	0	#FFFFFF
D018234	C04.557.450.590.775|C04.557.450.795.775	Sarcoma, Alveolar Soft Part	A variety of rare sarcoma having a reticulated fibrous stroma enclosing groups of sarcoma cells, which resemble epithelial cells and are enclosed in alveoli walled with connective tissue. It is a rare tumor, usually occurring between 15 and 35 years of age. It appears in the muscles of the extremities in adults and most commonly in the head and neck regions of children. Though slow-growing, it commonly metastasizes to the lungs, brain, bones, and lymph nodes. (DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1365)	""	0	#FFFFFF
D018235	C04.557.450.590.800	Smooth Muscle Tumor	A tumor composed of smooth muscle tissue, as opposed to leiomyoma, a tumor derived from smooth muscle.	""	0	#FFFFFF
D018236	C04.557.465.200	Carcinoma, Embryonal	A highly malignant, primitive form of carcinoma, probably of germinal cell or teratomatous derivation, usually arising in a gonad and rarely in other sites. It is rare in the female ovary, but in the male it accounts for 20% of all testicular tumors. (From Dorland, 27th ed & Holland et al., Cancer Medicine, 3d ed, p1595)	""	0	#FFFFFF
D018237	C04.557.465.330	Germinoma	A malignant neoplasm of the germinal tissue of the GONADS; MEDIASTINUM; or pineal region. Germinomas are uniform in appearance, consisting of large, round cells with vesicular nuclei and clear or finely granular eosinophilic-staining cytoplasm. (Stedman, 265th ed; from DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, pp1642-3)	""	0	#FFFFFF
